Caffe' Motta,0010379156,Italy
Caffe' Trucillo-Cesare Trucillo SpA,0011218796,Italy
Caffen,0011119894,Italy
Cailles Robin SAS,0001882740,France
Caillor SAS,0010516180,France
Pita Bakkerij Cairo B.V.,0002287163,Netherlands
"Cal Ranch, Inc.",0040102594,United States of America
Calaciura Salvatore SRL,0040067189,Italy
Calbu,0014675078,Chile
"Embotits Calet, S.L.",0002503111,Spain
Complejo Alimentario S.A. Grupo Motta,0040013354,Argentina
Calibra Poultry Ltd,0040004218,Belgium
Calidad Pascual,0002462792,Spain
Caliskan Tarim Ltd. Sti,0040065465,Turkey
Callipo Gelateria s.r.l.,0040110298,Italy
Callipo Giacinto Conserve Alimentari SpA,0002335688,Italy
"Caldos del Norte, S.L. - Calnort",0011136361,Spain
Calon Wen Dairy Produce Ltd,0040195513,United Kingdom
Calvo Distribucion Alimentaria SLU,0002405208,Spain
Cámara Paraguaya de Carne,0001888013,Paraguay
Camera Commercio Verona,0002497033,Italy
Azienda Speciale Imprese e Territorio - I.Ter,0011220750,Italy
Camera di Commercio di Frosinone Aspiin,0040195304,Italy
Camera di Commercio di Salerno,0002274422,Italy
Camil Alimentos,0010387301,Brazil
Camp's,0040193293,Belgium
Campania Alimentare,0040197749,Italy
Campo d'Oro di Licata Paolo & C. Sas,0002293431,Italy
"Campofrio Food Group Holding, S.L.",0003781623,Spain
Camposol S.A.,0040188638,Peru
Canada Pork International,0002254516,Canada
Canadian Bison Association,0040101124,Canada
Canadian Food Exporters Association,0002497757,Canada
Canammeats,0040108706,Canada
HYD LLC for Cancer Research and Drug Development,0040192105,Hungary
Cancilar Food,0017219355,Turkey
Candé Natura Teemanufaktur Inh. Verena Niklaus,0040147930,Germany
Candido Miro S.A (Serpis Olives),0001692704,Spain
"Cangzhou Qingxiang Food Co., Ltd.",0040194190,China
Cannamela div di Bonomelli s.r.l.,0010388507,Italy
Canned Fish Industrias Cerdeimar S.L.,0001886061,Spain
Cannelle Bakery SIA,0040193338,Latvia
Canners & Packers International Ltd.,0001902768,United Kingdom
Cannon Fish Company,0014868472,United States of America
Cannone Ind. Alim. Gli Antipasti Spa,0002208505,Italy
Canti & Rossi srl,0040063755,Italy
Cantina Malena,0040199062,Italy
Cantina Mexicana bv,0040102286,Netherlands
Cantina Tizzano,0040197745,Italy
Cantine Brusa S.p.A,0012119657,Italy
Cantine Coppi di Coppi Antonio Michele,0040192043,Italy
Cantine Sgarzi Luigi s.r.l.,0002268004,Italy
Cantine Spadafora Srl,0040199061,Italy
Canworld Foods Ltd.,0002362457,Canada
CAO Formaggi Soc. Coop.,0040141187,Italy
Capanna Alberto Srl,0040191494,Italy
Cape Cookies,0040197346,South Africa
Cape Foods,0040066497,South Africa
Cape Fruit Processors (Pty) Ltd.,0040014264,South Africa
Cape Herb and Spice- Advision of Libstar Operations (Pty) Ltd.,0014961665,South Africa
"Capel Vinos, S.A.",0000183857,Spain
Capital Resources Ltd.,0012315656,Albania
"Capital Rice Co.,Ltd.",0011220778,Thailand
Capital Ventures Pvt. Ltd.,0040188885,India
Capitelli F.lli Srl,0040183300,Italy
Cappo Drinks,0040058580,United States of America
Capricorn Food Products India Limited,0002449764,India
Caputo Il Mulino Di Napoli,0040190522,Italy
Capuzzo Srl,0011834592,Italy
Carara Agro Processing Services (Pty)Ltd,0012148396,South Africa
Carbon's Golden Malted Waffles & Pancakes New Carbon Co.,0040190402,United States of America
Embutidos Carchelejo SLU Betica Foods,0002369391,Spain
CARGILL Oil Packers bvba,0002442552,Belgium
Caribbean Export Development Agency,0011133545,Barbados
CARLA spol. s.r.o.,0002447053,Czech Republic
Carlino srl,0002272664,Italy
Carmel Holding,0013266087,Belgium
Carmeline,0040198235,Morocco
Carnibona Group,0016021191,Slovakia
"Carnicas Mirotz, S.L.",0011136402,Spain
Industras Carnicas Carpisa SL,0040015227,Spain
Cárnicas Dibe S.L.,0040142741,Spain
"Carnicas Sola, S.A.",0011136406,Spain
"Càrniques Celrà, S.L.",0015975591,Spain
"Càrniques Juià, S.A.",0013706463,Spain
Caro Import S.L.,0011136411,Spain
Caroli Foods Group SRL,0011988348,Romania
Empresas Carozzi S.A.,0001251570,Chile
Carozzi Formaggi Srl,0012359590,Italy
Carpe Diem Raisins Pty Ltd,0016042351,South Africa
Carpediem Southern Seeds,0040188599,Argentina
Carre Suisse SAS,0016998672,France
Carrière GmbH Committed To Taste,0002388759,Germany
Carrube di caccia,0040197791,Italy
Erasmi & Carstens GmbH & Co. KG,0001256432,Germany
Alimentos y Bebidas Cartellone SA,0040192463,Argentina
Carter Fruits Agroindustrial S.A.,0040017649,Chile
Cartier Saada SA,0001424629,Morocco
Cartwright & Butler,0040182527,United Kingdom
CAS Exportaciones S.R.L.,0040188595,Argentina
Casa del Caffè Vergnano S.p.A.,0000882275,Italy
Frigorifico Casa Blanca S.A.,0011115880,Uruguay
Casa Cordelia,0040195316,Italy
"Casa da Prisca - Salsicharia Trancosense, Lda",0040098873,Portugal
Casa del Gelato s.r.l.,0040013980,Italy
Casa Oilio Sperlonga,0002228226,Italy
Casa Vinicola Caldirola S.p.A.,0000891908,Italy
Casale Paradiso s.r.l.,0002273009,Italy
"Casanova Hermanos, S.A.",0011136414,Spain
Casanova Food,0040195693,Italy
"Hijos de Jose Casaponsa, S.A.",0002330819,Spain
Casas de Hualdo,0015947450,Spain
Casco Sasu,0002484502,France
Casearia Albi Formaggi SAS,0040194099,Italy
Casearia di Sant'Anna S.R.L.,0002509250,Italy
Caseificio San Giorgio,0002368605,Italy
Caseificio Elda Srl,0002400000,Italy
Caseificio Albiero Srl,0010388075,Italy
Caseificio Tre Stelle S.r.l.,0002304229,Italy
Caseificio dei Colli Pugliesi,0011123029,Italy
Caseificio Gennari Sergio,0015998260,Italy
Caseificio Ghidetti Srl,0012124086,Italy
Caseificio Paleni srl,0012662769,Italy
Caseificio Sociale di Manciano scrl,0001905279,Italy
Caseificio Tosi Srl,0040183299,Italy
Casella SpA,0013266081,Italy
Cashew Export Promotion Council of India,0014324701,India
Casi Beans,0040095733,Belgium
CASCINA BELVEDERE,0002468895,Italy
Ets Castaing et Fils SA,0000887587,France
Castania,0002508871,Lebanon
Castelli Formaggi GmbH,0002348550,Germany
Castelo Alimentos S.A.,0040112458,Brazil
"Castillo De Canena Olive Juice, S.L.",0002503167,Spain
Catalonia Land of Meat - Federacio Catalana Industries Carn (Fecic),0040100992,Spain
"Catalonia-Prodeca, SA Promotora d'Exportacions Agroalimentaries S.A.",0001874594,Spain
Catavins & L'Oli Ferrer - Barcelona Company (Yolanda Ferrer),0040198228,Spain
Catter Meat S.A.,0012574426,Argentina
"Caula, Embutidos, S.L.",0011136781,Spain
Cauli Rice Ltd.,0040184352,United Kingdom
Brasserie Caulier SPRL,0002312930,Belgium
Cavanna Olii Snc,0002211937,Italy
Cavendish & Harvey Confectionery GmbH,0001646281,Germany
Cavino S.A.,0000183261,Greece
Cay Isletmeleri Genel Mudurlugu - Caykur,0040192736,Turkey
CB Frozen Food Sdn Bhd,0040188439,Malaysia
CBI - Centre for the Promotion of Imports from Developing Countries - Central America,0011226711,Netherlands
CBL Natural Foods Private Limited,0016266565,Sri Lanka
CCI Franche-Comte,0011138903,France
CCIC Europe B.V.,0011799881,Netherlands
CDS Hackner GmbH,0003416154,Germany
Cecilia Luna Pizarro del Castillo Montenat,0040194645,Bolivia
"Cecinas Pablo, S.A.",0002291605,Spain
Cecinas Y Embutidos Ferju,0040192235,Spain
Cedar Meats & Haywill Holdings,0013043125,Australia
Cedrob SA,0002347013,Poland
"Ceheng County Boyi Wine Co.,Ltd",0040199125,China
Celebes Canning Corporation,0002412875,Philippines
Celebes Coconut Corporation,0002364860,Philippines
Celebrate Health,0040195200,Australia
Les Celliers Associes,0002341971,France
Celvia/Celtys,0040193706,France
Azienda Agricola Centonze,0040150447,Italy
Central Vista (M) Sdn. Bhd.,0002430992,Malaysia
Centre Marocain de Promotion de Exportations,0001393324,Morocco
CENTRECO - Centrexport,0002395747,France
Centro Carni Company S.P.A.,0040013936,Italy
Centro Estero per L'Internazionalizzaz ione S.C.P.A.,0011151797,Italy
Centro Sur S. Coop. And.,0040013490,Spain
"Century Pacific Food, Inc.",0014876248,Philippines
CEPA (Poultry Processing Enterprises Center),0003319755,Argentina
Centre de Promotion des Exportations CEPEX,0001006568,Tunisia
Societa' Agricola Cerasaro S.S.,0040141252,Italy
Cerealis Group,0013043172,Tunisia
Cerealitalia Industrie Dolciarie Srl,0016311971,Italy
Cerealto Siro Foods,0001412361,Spain
Cérémonie Tea Ltd.,0040191781,Israel
"Cerera foods, JSC",0040144127,Lithuania
Ceres Fruit Juices Pty Ltd,0012525240,South Africa
Cerro Verde S.L.,0040188671,Peru
Cerruti Alice,0040197793,Italy
Certified Origins Italia S.R.L.,0040187599,Italy
Certiquality S.r.L.,0011120056,Italy
"Cesar Nieto, S.L.",0010572097,Spain
Cester Camillo,0040195167,Australia
Cesu Alus AG,0012113183,Latvia
"JSC ""Cesvaines Piens""",0010506110,Latvia
Cevico Group,0040192142,Italy
Cevik Gida ve Tarim Urunleri Nakliye Yem Insaat Tekstil Turizm Temizlik Isleri Sanayi,0014863715,Turkey
"CEXCAR Consorcio de Exportacion Cárnico Aragonés, SL",0002503112,Spain
Ceyem Commodities (PVT) Ltd.,0040136578,Sri Lanka
Ceylon Fresh Teas (Pvt) Ltd.,0040101316,Sri Lanka
Consejo Federal de Inversiones,0002451289,Argentina
Chaman Lal Setia Exports Ltd.,0040145516,India
Chamber of Achaia,0002486371,Greece
Chamber of Commerce of Pordenone,0040198671,Italy
Chambre Régionale d`Agriculture de Pays de la Loire - SPPL,0001899147,France
"Champhouse Foods Co., Ltd.",0040190695,China
Chancerelle International,0002459944,France
"Changji Zhongsheng Ind. & Trade Co., Ltd.",0040193719,China
Chapal Traders,0040187305,Pakistan
Chaplon Tea ApS,0002514397,Denmark
Charal SAS,0002491013,France
Charalambides Christis Ltd.,0040061781,Cyprus
Charbonneaux-Brabant S.A.,0001416588,France
Charles & Alice,0002306108,France
"Charoen Pokphand Foods Public Co., Ltd.",0012996003,Thailand
Chateau Rouge Gourmet Foods,0040189205,United Kingdom
"Chato Co., Ltd.",0040193980,Japan
CHB Group,0002448725,Greece
Chee Seng Oil Factory Pte Ltd,0001848046,Singapore
Cheeseland Holland B.V.,0040063817,Netherlands
Chef Seasons Gida San. Ve Tic. Limited STI.,0040099769,Turkey
"ChefS Choice Foods Manufacturer Co.,Ltd.",0002316625,Thailand
Cheka Sugar Refinary s.a.l.,0040142602,Lebanon
Chen En Food Product Enterprise Co. Ltd.,0040139329,Taiwan
"Chengde Senyuan Green Food Co., Ltd",0040194192,China
Chengde Shenli Food Co. Ltd.,0040143109,China
"Chengdu Feng's Apiculture Co., Ltd",0040199025,China
"Chengdu Huazhonghua Agriculture Developing Co., Ltd",0040199020,China
"Chengdu Modern Logistics Investment and Development Co.,Ltd",0040199044,China
"Chengdu Shengwang Canned  Foods Co., Ltd",0040199040,China
"Chengdu Shunrun Trade Co.,Ltd",0040199043,China
"Chengdu Well Reach Co., Ltd.",0040017057,China
"CheongHae co., Ltd.",0040188567,"Korea, Republic of"
Cheonhaefood,0040191962,"Korea, Republic of"
"Cherry Central Cooperative, Inc.",0000936847,United States of America
"Cherubino Valsangiacomo, S.A.",0002412070,Spain
SA Chevalier Maurice,0002484499,France
Chevideco NV,0002471622,Belgium
Original Chia ApS,0016167222,Denmark
Chia Khim Lee Food Industries Pte Ltd,0002504386,Singapore
"Chicken Masters of Belgium, NV",0040004223,Belgium
"Chien-Li Foods Co., Ltd.",0040139625,Taiwan
ProChile - Dirección General de Relaciones Económicas Internacionales,0002377697,Chile
Chilean Walnut Commission / Chile Prunes,0040189142,Chile
ChileNut,0040189184,Chile
Chimay Tradition Sprl,0013813768,Belgium
"Chin Huay Co.,Ltd",0001290355,Thailand
China Best Food Group Limited,0040109352,China
"China Chamber of Commerce for Import/Export of Foodstuffs, Native Produce & Animal By-Products",0002413629,China
"China Datang Industry Int'l Co., Ltd.",0040190118,China
"China Linyi Super Food Co., Ltd.",0040189669,China
"Sichuan Uncle Pop Foodstuff Industrial Group Co., Lt.d",0013390384,China
Chinatown Food Corporation Pte Ltd,0002348810,Singapore
"Chinwong Food Co., Ltd.",0002508720,Thailand
Chips Sarriegui,0040189194,Spain
Ab Chipsters Food Oy,0010380814,Finland
Chitale Bandhu,0010672889,India
Chocmod S.A.S.,0001876791,France
ChocoDux Global GmbH,0040185343,Germany
Chocolat Mathez,0002230931,France
Chocolat Stella SA,0001507699,Switzerland
Chocolate and Love Ltd. (ChocStars Products),0040121094,United Kingdom
Chocolaterie de Provence SAS,0016168128,France
Chocolaterie Diane nv,0002442571,Belgium
Chocolates Garoto  S.A.,0001489224,Brazil
Chocolates Valor S.A.,0001262327,Spain
Choithram Group,0040189232,United Kingdom
Davies Foods (2006) Limited Chop Chop! Chicken,0011891416,New Zealand
Chovi S.L.U.,0002340635,Spain
CHR INTERNATIONAL,0011932418,United States of America
Chrysostomos Elia & Son Ltd.,0040141610,Cyprus
"CHS, Inc.",0002453531,United States of America
Chuen Cheong Food Industries (Pte) Ltd,0040091038,Singapore
Chye Choon Foods Private Limited,0002351578,Singapore
CI Nature Connection SAS,0040189443,Colombia
Cia Iguaçu de Café Solúvel,0040112368,Brazil
Cibel SA,0040189620,Morocco
Cibus Group,0040003660,Uruguay
Cicek Salamura San. Ve Tic. A.S.,0002499778,Turkey
CICS,0040190767,Argentina
Cido Grupa SIA,0012400626,Latvia
Cidrerie Traditionnelle du Perche,0040060954,France
Ciemme Liquori SpA,0001287001,Italy
CIMA99 Ltd.,0040014336,Bulgaria
CINQUINA  SRL,0002208136,Italy
La Molina SRL Cioccolato La Molina,0010303502,Italy
CIONE - Companhia Industrial De Oleos Do Nordeste,0013238921,Brazil
CIPA S.A.S.,0040065468,France
Cipof Sca,0040192610,Italy
Cipressino - Gourmet di Toscana,0040189578,Italy
Ciproba SAS,0040189445,Colombia
Cirav Gida San. Ins. Dis Tic. Ltd. Sti.,0013039041,Turkey
"Cistér Indústria de Produtos Alimentares, Lda",0040189422,Portugal
Citadelle Maple Syrup Producers Cooperative,0002290589,Canada
Citres Spa,0013856021,Italy
Citrofood srl,0040106753,Italy
"Citrofrut, S.A. de C.V.",0002453759,Mexico
CitroGlobe S.r.l.,0040145363,Italy
Citrojugo S.A. de C.V.,0012355142,Mexico
Citromax S.A.C.I.,0001415719,Argentina
Citropak Limited,0014824624,Pakistan
Citrosuco GmbH,0000174165,Austria
Citruma,0013848390,Morocco
Citrus Juice Eirelli,0040190590,Brazil
Citrus Juice Ltda.,0015971323,Brazil
Citrusvil S.A.,0012147513,Argentina
Citterio Giuseppe SPA,0000499595,Italy
CLAI SCA,0040061136,Italy
Clama GmbH & Co. KG,0001699199,Germany
Clap Industrial de Alimentos LTDA. Maricota Alimentos,0040112027,Brazil
CLAREBOUT POTATOES N.V.,0001533304,Belgium
Clarks UK Ltd,0013706516,United Kingdom
CLAUS' GmbH,0040192208,Austria
Claxton Bakery Civitan International,0013039335,United States of America
Cleca S.P.A,0002335685,Italy
Cledinor S.A. Marfrig Global Foods,0040190338,Uruguay
"Cluster Goods, Inc.",0040064729,United States of America
CM Food A/S,0010387045,Denmark
"CMIED - Carre Maghrebine D'Import, Export et de Distribution",0040198231,Morocco
CMS - Company UG,0040136826,Germany
Co. Pad. or Soc. Agr. Coop.,0040190570,Italy
Co.Fi.Ol.,0040197740,Italy
Co.Ind Soc. Coop. R. L,0002462299,Italy
CoAn Event GmbH,0040146368,Germany
Cobell Ltd,0012147258,United Kingdom
Bon Coca P/S,0012776747,Denmark
Coco Pzazz,0040195512,United Kingdom
"Coco Sugar Indonesia, Pt.",0017246303,Indonesia
CocoMojo Ltd,0040188852,United Kingdom
Codan S.A.,0001319906,Spain
Cody's Drinks International GmbH,0040181110,Germany
"Coelho & Dias, S.A.",0040063642,Portugal
Coelsanus Industria Conserve SpA,0013252567,Italy
Coesam Scandinavia ApS,0040066133,Denmark
"Cofaco Açores - Indústria de Conservas, S.A.",0040189429,Portugal
Coffee Board of India,0000970018,India
Coffee Granell,0040190988,Spain
Coffee Planet LLC,0014639509,United Arab Emirates
Coffee roasting company Schreyögg srl,0001856898,Italy
Coffee Work Srl,0040199022,Italy
Coffeebrewer Nordic A/S,0013901862,Denmark
"Cofisa - Conservas de Peixe da Figueira, S.A.",0040189483,Portugal
Cofresh Snack Foods UK,0011140149,United Kingdom
Cofrigob S.a.r.l.,0040189736,Morocco
Cogal S. Coop Gallega,0040192238,Spain
"Cogia, SA",0013042757,Tunisia
Colac Bvba,0002319260,Belgium
Colacchio Food S.R.L.,0040067000,Italy
Colavita Spa,0040066851,Italy
Cold Alex Egypt,0040142438,Egypt
Cold Alex Egypt for Trading,0001435868,Egypt
Coldbush Organics,0040188360,Jamaica
Coldpress Foods Ltd,0014824626,United Kingdom
Colex (Solucious N.V.),0012333230,Belgium
Colian,0014864466,Poland
Colin ingredients S.A.S.,0013847970,France
Colla S.p.a.,0002208471,Italy
Colombina S.A.,0001657100,Colombia
COLOREXA,0040183042,United States of America
Colosseum Gelato,0040190526,Qatar
Colpac Ltd,0001823655,United Kingdom
Colucci Pizza und Mehr GmbH & Co. KG,0012662483,Germany
Columbus S.r.l.,0001914758,Italy
Colussi SPA- Colussi Group,0002364732,Italy
Comal Srl,0015270042,Italy
Comapa 2001 S.L.U.,0010679577,Spain
Combinatie Teijsen v.d. Hengel (C.T.H.) B.V.,0002486426,Netherlands
Comerb Plantes,0040189739,Morocco
Comercializadora de Granos Nal Kan,0040188484,Mexico
"Comercio Singular, S.A. de C.V.",0040188557,Mexico
Comex Company Srl,0013813996,Italy
"Comfortly Food (Qingdao) Co., Ltd.",0040190006,China
Comidas Y Bebidas Fermentades SA de CV,0040067346,Mexico
"Comifrio - ProdutosPrécozinhad os,S.A.",0040189487,Portugal
Commercial Co. for Industrial & Real Estate Investment S.A.E.,0040063821,Egypt
Foreign Investment Committee,0040143106,Chile
Commodities Brasil Trading,0017233896,Brazil
Commodity Partners LLC: Department Food,0016049042,Switzerland
Commtrade International Food Trading Inc,0040190250,Canada
Compagnia Alimentare Italiana F.lli Mantova S.p.A.,0002401552,Italy
Compagnia Alimentare Italiana Spa -F.lli Mantova Since 1905,0017320690,Italy
Compagnia Degli Aromi,0002507630,Italy
Compagnia Mercantile d'Oltremare SRL,0001904973,Italy
Compagnie Pâtissière,0040144033,France
Compañía Bernal S.A.,0040146610,Argentina
Compania Cervezera Asuncion S.A.,0040192952,Paraguay
"CJSC Company ""OVA""",0040190155,Russia
Complejo Industrial y Technologico Yanapasinani (City SRL),0040194640,Bolivia
COMPTOIR DU CACAO,0012314857,France
"COMTEMP - Companhia de Temperos, Lda",0002429500,Portugal
Con Trading Ltd.,0040195005,Cyprus
Con.Bio. Srl,0011119251,Italy
Con.Sar srl,0013707317,Italy
Conagra Foods SRL,0002501787,Argentina
CONAPROLE,0000885053,Uruguay
Concept & Styling Gastronomiebedarf,0040001691,Germany
Concept Fresh Vertriebsgesellschaf t m.b.H.,0012982353,Austria
Condeli GmbH,0040134953,Austria
"Condi - Alimentar, S.A.",0011117418,Portugal
Conestoga Meat Packers Ltd.,0002451382,Canada
Conex S.A.,0001426850,Greece
Confetti Pelino SRL,0000938599,Italy
Confimi Emilia,0040182460,Italy
Confiserie Bonte Pinson Europa Sweet,0002231946,France
Confiture l'Ardennaise,0002268534,Belgium
CONGELADOS DE NAVARRA S.A.U.,0002352508,Spain
Cono Roma,0010323133,Italy
Conserverie Moutarderie Belge SA,0001698400,Belgium
Conscious Food Ltd.,0017246411,United Kingdom
Conseil Interprofessionnel du Vin de Bordeaux,0040084407,France
Conservas Zallo S.A.,0011153155,Spain
"Conservas y Frutas, S.A. ""COFRUSA""",0000183571,Spain
"Conservas La Gaviota, S.A. Arroyabe",0002340909,Spain
Conservas Agromar S.A.,0002340876,Spain
"Conservas Alguazas, S.L.",0002412065,Spain
Conservas Benimar S.L.,0016127511,Spain
Conservas Casagrande S.L.,0001693174,Spain
"Conservas Cerqueira, S.A.",0001851934,Spain
"Conservas Dani, S.A.U.",0002357381,Spain
Conservas Dantza S.A.,0014645397,Spain
Conservas de Brujula S.L.,0040189527,Spain
"Conservas El Raal, SCL",0002352563,Spain
"Conservas Friscos, S.A.",0040189506,Spain
"Conservas Lazaya, Frutas y Dulces, S.A.",0000183709,Spain
"Conservas Martínez García, S.L.",0002503570,Spain
Conservas de Murcia S.L.,0001851918,Spain
"Conservas del Noroeste, S.A.",0002345022,Spain
Conservas Oderich S.A.,0002252710,Brazil
Conservas Portugal Norte,0002350277,Portugal
"Conservas y Salazones Arlequin, S.L.",0002446978,Spain
Conservas Silvia S.L.,0040142651,Spain
Conservas Valcarcel (Justo Lopez Valcarcel S.A.),0001295128,Spain
Conserve Italia,0016935017,Italy
"Conserveira do Sul, Lda.",0013034764,Portugal
Conserverie du Maghreb Conserma,0040189754,Morocco
Conserverie Courtin,0040106177,France
Conserveries de la Gironde,0040189758,Morocco
Conserves France,0002340605,France
Conserves Gonidec,0012049178,France
Consolidated Biscuit Co. Ltd.,0001246399,Malta
Consolidated Business Systems (PVT) Ltd,0002225412,Sri Lanka
Consorcio del Jamon Serrano Espanol,0001853155,Spain
Consorcio de Jabugo S.A,0040063747,Spain
Consortium du Jambon de Bayonne,0040013489,France
Consortium  Dulce Miel & Zeas Apícola,0040197439,Nicaragua
Consorzio Tutela Mozzarella di Bufala Campana,0002479704,Italy
Consorzio del Formaggio Parmigiano Reggiano,0001684264,Italy
Consorzio del Prosciutto di Modena,0002335972,Italy
Consorzio del Prosciutto di Parma,0001684272,Italy
CCPB - CONSORZIO il BIOLOGICO SOCIETA' COOPERATIVA,0002304344,Italy
Consorzio Casalasco del Pomodoro Soc.Agr. Coop.,0002445442,Italy
Consorzio Coexport Sicilia c/o Confindustria,0040066249,Italy
Consorzio dell'olio Extravergine Di Oliva Dop Valle Del Belice,0040112995,Italy
Consorzio di Tutela Formaggio Caciocavallo Silano,0002304337,Italy
Consorzio Export Proexport Sicily,0040067839,Italy
Consorzio Italia del Gusto,0040053523,Italy
Consorzio Kalos,0040199064,Italy
Consorzio Latterie Virgilio S.A.C,0002220386,Italy
Consorzio Del Prosciutto Toscano,0011220354,Italy
Consorzio Romagna Alimentare,0001686593,Italy
Consorzio Toscana D´Avitani GmbH,0040133340,Germany
Consorzio Tutela Aceto Balsamico di Modena,0040145422,Italy
Consorzio Tutela Pecorino Romano,0002206479,Italy
Consorzio Tutela Grana Padano,0001216716,Italy
Consorzio Tutela Piave DOP,0040143089,Italy
Consorzio Tutela Formaggio Gorgonzola,0001820575,Italy
Consorzio Tutela Vitellone Bianco Appenino Centrale,0040120866,Italy
Constanta Logistic LLC,0040198782,Ukraine
"conSup north america, Inc.",0040054869,United States of America
Continental Biscuits Pty Ltd,0040146921,South Africa
Contital S.r.l.,0001821466,Italy
Control Union Certifications B.V.,0002504445,Netherlands
Cookup Solutions SAS,0040188667,Luxembourg
COOLIO International The Display Cooling Company,0040070273,Belgium
Coombe Castle International The Creamery,0015971338,United Kingdom
Coop. San Francisco,0016341154,Argentina
Cooperativa Colonizadora Multiactiva Fernheim Ltda. -Frigochaco,0040189563,Paraguay
Cooperativa Agroindustrial Lar,0040144170,Brazil
Cooperativa Chortitzer Ltda.,0040062170,Paraguay
Cooperativa Multiactiva Neuland Ltd.,0040062168,Paraguay
"Cooperative des Producteurs de Fromages d´Alpages ""L`Etivaz""",0002439352,Switzerland
Coopérative Tighanimine Filahia,0040189696,Morocco
Cooperfrigu,0040013970,Brazil
Cooperl Arc Atlantique,0040063780,France
Cooperlat Soc. Coop. Agricola,0001684469,Italy
Cooreman NV,0040108217,Belgium
Copacol,0012377601,Brazil
Copaim S.p.A.,0002204216,Italy
Copelit Sarl,0010379000,Morocco
COPERAGUAS Cooperativa Agroindustrial,0040195535,Brazil
Coppenrath Feingebäck GmbH,0000191353,Germany
Coppini Arte Olearia Aziende Agricole,0040189012,Italy
Coppola Foods (Coppola Industria Alimentare Srl),0016058751,Italy
"Industrias Coquet, S.A.",0002292888,Spain
Coralba International s.r.l.,0014862951,Italy
Cordeiro Y CIA. S.R.L.,0040191592,Argentina
Cordoba Foods LLC,0040189902,United States of America
Le Cordon Bleu SAS,0001871978,France
Cordts Fleisch-Handel GmbH,0040141812,Germany
Coren Group (Industrias Frigorificas del Louro S.A.),0040048359,Spain
Corex  SpA,0012574841,Italy
"Coreysa, Sau",0002296072,Spain
Cornelius GmbH,0001408410,Germany
Coronet Cake Company ApS,0001307525,Denmark
Corpo sp. z. o.o. Sp. K.,0012049497,Poland
S.A.S. Corsica Gastronomia,0002206551,France
Corsino Corsini S.p.A.,0002206834,Italy
Corte Diletto Ltd.,0040196708,United Kingdom
Cortijo de Suerte Alta SL,0040188767,Spain
Cortijo Trifillas SL,0040142800,Spain
CORZAGO srl,0016002337,Italy
Cosm-Fan Carmangerie SRL,0015406560,Romania
Azienda Agricola Cossentino,0011221893,Italy
Costa Ligure SRL,0001916424,Italy
Costa d'Oro S.p.A.,0002207419,Italy
Frigorificos Costa Brava S.A.,0012401676,Spain
"Costa de Oro Internacional, S.A.",0040018418,Costa Rica
Costa Rica Procomer,0001041134,Costa Rica
Costa Rica Coffee Export S.A.,0040141673,Costa Rica
Azienda Agricola Costantino Mariangela,0040197790,Italy
Coswell SPA,0040188681,Italy
Cotolot,0012134525,France
Cottage Delight Ltd.,0002443885,United Kingdom
Cotti Al Forno Di Iacolino Maria Concetta,0040197669,Italy
UPF - Coufidou Union des Pruniculteurs de France Union de Cooperatives Agricoles,0001543725,France
Covance Laboratories Solutions Made Real,0040185636,United Kingdom
Covap,0012525147,Spain
Covi SAS,0040106126,France
Cozzo Food Industries sdn Bhd,0040108130,Malaysia
"Cra Juice, S.L.",0016038568,Spain
Cradel Srl,0002524331,Italy
Cradocs Savoury Biscuits,0040150216,United Kingdom
Cranswick PLC,0012146547,United Kingdom
CRASTAN SPA,0011119645,Italy
CRDOP Pimenton de la Vera,0002503037,Spain
Create A Treat Ltd.,0040068561,Canada
Credit Agricole du Maroc,0040112865,Morocco
Creekson International Trade Ltd.,0040195040,United Kingdom
"Cremac, Sobrero y Cagnolo S.A.",0015911363,Argentina
GEBAR S.R.L.,0040017346,Italy
Cremigal,0015911435,Argentina
CRETA FARMS S.A.,0010509255,Greece
Cretan Olive Mill,0040188881,Greece
Cretel S.A. - Kargakis Bros.,0002400836,Greece
Cretland P.C.,0002503848,Greece
Nuova Industria Biscotti CHRICH S.p.A.,0001200437,Italy
Crider Foods Inc,0002416097,United States of America
crisbiss GmbH,0013252960,Germany
Crispo S.R.L.,0000938718,Italy
A/S Crispy Food International,0002269954,Denmark
Crispy Natural Sp. Z.o.o. Sp. k.,0040155969,Poland
Critida- Biocretan Olive Oil Ltd.,0002450664,Greece
Croatian Chamber of Economy,0002361652,Croatia
Croc'In S.A.,0002205391,Belgium
Croco SRL,0040031459,Romania
CROP'S N.V.,0001404768,Belgium
Crosby Molasses Co. Ltd.,0010385697,Canada
Crown Meat GmbH,0040107389,Germany
Crown Nut Co.,0014670226,United States of America
Crown of Holland,0040193670,Netherlands
Crown Products Inc.,0001535218,United States of America
CRS Brands,0040195537,Brazil
Crudi d'Italia SpA,0002333975,Italy
CSB-System AG,0000173037,Germany
CSB-Automation AG,0016171087,Switzerland
CTI FoodTech Srl,0013706664,Italy
Cubisol Almeria S.L. (Caribata),0040188695,Spain
CUBOXAL,0002269125,Italy
Cucina Casalinga SRL,0013856165,Italy
Cukiernicza Spodzielnia Inwalidow Slowianka,0002362210,Poland
CULT World ApS,0011135475,Denmark
